dt,temp,humidity,wind_speed,rain_1h,snow_1h
1617008400,13.32,62,1.03,0,0
1617012000,15.64,54,1.03,0,0
1617015600,16.0,51,1.54,0,0
1617019200,18.0,45,4.63,0,0
1617022800,21.34,32,4.12,0,0
1617026400,22.6,27,6.69,0,0
1617030000,22.11,26,4.63,0,0
1617033600,21.55,28,5.14,0,0
1617037200,20.0,34,3.09,0,0
1617040800,20.0,32,3.6,0,0
1617044400,18.0,36,3.6,0,0
1617048000,17.0,39,1.54,0,0
1617051600,17.0,39,1.54,0,0
1617055200,17.0,34,1.54,0,0
1617058800,15.0,36,3.6,0,0
1617062400,14.0,38,3.09,0,0
1617066000,15.0,36,4.12,0,0
1617069600,15.0,36,4.63,0,0
1617073200,14.0,38,6.17,0,0
1617076800,13.0,41,2.06,0,0
1617080400,10.0,57,2.57,0,0
1617084000,9.0,61,1.03,0,0
1617087600,9.58,66,0.51,0,0
1617091200,11.41,66,0.51,0,0
1617094800,14.3,58,1.54,0,0
1617098400,16.49,51,3.09,0,0
1617102000,18.73,42,0.51,0,0
1617105600,20.85,34,4.12,0,0
1617109200,22.4,26,3.09,0,0
1617112800,23.17,27,4.12,0,0
1617116400,23.0,27,4.63,0,0
1617120000,22.89,27,2.06,0,0
1617123600,22.0,30,3.6,0,0
1617127200,20.0,32,2.06,0,0
1617130800,17.0,36,2.06,0,0
1617134400,16.0,41,1.54,0,0
1617138000,15.0,44,1.03,0,0
1617141600,14.0,41,1.54,0,0
1617145200,13.17,50,1.54,0,0
1617148800,12.11,54,1.03,0,0
1617152400,10.07,66,1.54,0,0
1617156000,9.3,76,0.51,0,0
1617159600,8.17,71,0.51,0,0
1617163200,7.68,76,2.06,0,0
1617166800,7.18,81,2.57,0,0
1617170400,6.63,75,0.51,0,0
1617174000,8.03,75,1.03,0,0
1617177600,11.77,76,0.51,0,0
1617181200,14.65,54,0.51,0,0
1617184800,16.69,47,1.54,0,0
1617188400,18.53,42,1.54,0,0
1617192000,20.56,34,2.57,0,0
1617195600,22.68,24,4.63,0,0
1617199200,23.0,21,3.6,0,0
1617202800,23.66,19,4.12,0,0
1617206400,23.66,19,4.12,0,0
1617210000,23.0,18,5.14,0,0
1617213600,21.0,23,3.6,0,0
1617217200,19.0,27,4.63,0,0
